row_id,provider,method,path,operationId,summary,description,truth_class,confidence,reason,source_set
b1726,gitlab,POST,/v3/projects/{id}/uploads,postV3ProjectsIdUploads,Upload a file,Upload a file,w,high,ii plain create upload,buildset-2026-09-18
b1727,gitlab,POST,/v3/projects/{id}/builds/{build_id}/play,postV3ProjectsIdBuildsBuildIdPlay,Trigger a manual build,This feature was added in GitLab 8.11,x,high,e triggers manual build run,buildset-2026-09-18
b1728,gitlab,PUT,/v3/projects/{id}/milestones/{milestone_id},putV3ProjectsIdMilestonesMilestoneId,Update an existing project milestone,Update an existing project milestone,w,high,w edits milestone,buildset-2026-09-18
b1729,gitlab,POST,/v3/projects/{id}/services/mattermost_slash_commands/trigger,postV3ProjectsIdServicesMattermostSlashCommandsTrigger,Trigger a slash command for mattermost-slash-commands,Added in GitLab 8.13,x,high,e triggers mattermost command executes,buildset-2026-09-18
b1730,gitlab,POST,/v3/hooks,postV3Hooks,Create a new system hook,Create a new system hook,w,high,ii plain create hook,buildset-2026-09-18
b1731,gitlab,POST,/v3/projects/{id}/issues/{issue_id}/move,postV3ProjectsIdIssuesIssueIdMove,Move an existing issue,Move an existing issue,w,high,iii moves item settable back,buildset-2026-09-18
b1732,gitlab,POST,/v3/projects/{id}/variables,postV3ProjectsIdVariables,Create a new variable in a project,Create a new variable in a project,w,high,ii plain create variable,buildset-2026-09-18
b1733,gitlab,POST,/v3/projects/{id}/merge_request/{merge_request_id}/comments,postV3ProjectsIdMergeRequestMergeRequestIdComments,Post a comment to a merge request,Duplicate. DEPRECATED and WILL BE REMOVED in 9.0,w,low,ii plain create comment,buildset-2026-09-18
b1734,gitlab,DELETE,/v3/users/{id}/keys/{key_id},deleteV3UsersIdKeysKeyId,Delete an existing SSH key from a specified user. Available only for admins.,Delete an existing SSH key from a specified user. Available only for admins.,x,high,a deletes ssh key no restore,buildset-2026-09-18
b1735,gitlab,POST,/v3/projects/{id}/deploy_keys/{key_id}/enable,postV3ProjectsIdDeployKeysKeyIdEnable,Enable a deploy key for a project,This feature was added in GitLab 8.11,w,high,toggle enable has disable opposite,buildset-2026-09-18
b1736,gitlab,DELETE,/v3/projects/{id}/issues/{noteable_id}/notes/{note_id},deleteV3ProjectsIdIssuesNoteableIdNotesNoteId,Delete a +noteable+ note,Delete a +noteable+ note,x,high,a deletes note no restore,buildset-2026-09-18
b1737,gitlab,POST,/v3/projects/{id}/hooks,postV3ProjectsIdHooks,Add hook to project,Add hook to project,w,high,ii plain create of hook,buildset-2026-09-18
b1738,gitlab,DELETE,/v3/projects/{id}/repository/tags/{tag_name},deleteV3ProjectsIdRepositoryTagsTagName,Delete a repository tag,Delete a repository tag,x,high,delete method no trash,buildset-2026-09-18
b1739,gitlab,POST,/v3/snippets,postV3Snippets,Create new snippet,This feature was introduced in GitLab 8.15.,w,high,ii plain create snippet,buildset-2026-09-18
b1740,gitlab,POST,/v3/projects/{id}/builds/{build_id}/retry,postV3ProjectsIdBuildsBuildIdRetry,Retry a specific build of a project,Retry a specific build of a project,x,high,e re-runs build job,buildset-2026-09-18
b1741,gitlab,POST,/v3/projects/{id}/issues/{issue_id}/award_emoji,postV3ProjectsIdIssuesIssueIdAwardEmoji,Award a new Emoji,This feature was introduced in 8.9,w,high,ii plain create emoji award,buildset-2026-09-18
b1742,gitlab,PUT,/v3/groups/{id}/notification_settings,putV3GroupsIdNotificationSettings,"Update group level notification level settings, defaults to Global",This feature was introduced in GitLab 8.12,w,high,PUT default w,buildset-2026-09-18
b1743,gitlab,POST,/v3/projects/{id}/boards/{board_id}/lists,postV3ProjectsIdBoardsBoardIdLists,Create a new board list,This feature was introduced in 8.13,w,high,ii plain create board list,buildset-2026-09-18
b1744,gitlab,DELETE,/v3/projects/{id}/snippets/{snippet_id}/notes/{note_id}/award_emoji/{award_id},deleteV3ProjectsIdSnippetsSnippetIdNotesNoteIdAwardEmojiAwardId,Delete a +awardables+ award emoji,This feature was introduced in 8.9,x,high,DELETE method wins removes emoji,buildset-2026-09-18
b1745,gitlab,POST,/v3/projects/{id}/repository/commits/{sha}/cherry_pick,postV3ProjectsIdRepositoryCommitsShaCherryPick,Cherry pick commit into a branch,This feature was introduced in GitLab 8.15,w,low,ii create-like commit revertible,buildset-2026-09-18
b1746,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/reset_time_estimate,postV3ProjectsIdMergeRequestsMergeRequestIdResetTimeEstimate,Reset the time estimate for a project merge_request,Reset the time estimate for a project merge_request,w,high,iii resets field settable back,buildset-2026-09-18
b1747,gitlab,POST,/v3/projects/{id}/issues/{issue_id}/notes/{note_id}/award_emoji,postV3ProjectsIdIssuesIssueIdNotesNoteIdAwardEmoji,Award a new Emoji,This feature was introduced in 8.9,w,high,ii plain create emoji reaction,buildset-2026-09-18
b1748,gitlab,DELETE,/v3/projects/{id}/snippets/{snippet_id}/award_emoji/{award_id},deleteV3ProjectsIdSnippetsSnippetIdAwardEmojiAwardId,Delete a +awardables+ award emoji,This feature was introduced in 8.9,x,high,delete method no trash,buildset-2026-09-18
b1749,gitlab,POST,/v3/projects/{id}/issues/{issue_id}/reset_spent_time,postV3ProjectsIdIssuesIssueIdResetSpentTime,Reset spent time for a project issue,Reset spent time for a project issue,w,low,iii resets field value settable back,buildset-2026-09-18
b1750,gitlab,POST,/v3/projects/{id}/labels,postV3ProjectsIdLabels,Create a new label,Create a new label,w,high,ii plain create of label,buildset-2026-09-18
b1751,gitlab,PUT,/v3/projects/{id}/merge_request/{merge_request_id}/merge,putV3ProjectsIdMergeRequestMergeRequestIdMerge,Merge a merge request,Merge a merge request,x,low,e merge executes cannot be undone,buildset-2026-09-18
b1752,gitlab,PUT,/v3/projects/{id},putV3ProjectsId,Update an existing project,Update an existing project,w,high,put default update project,buildset-2026-09-18
b1753,gitlab,PUT,/v3/projects/{id}/services/emails-on-push,putV3ProjectsIdServicesEmailsOnPush,Set emails-on-push service for project,Set emails-on-push service for project,w,high,PUT default sets service config,buildset-2026-09-18
b1754,gitlab,DELETE,/v3/projects/{id}/deploy_keys/{key_id},deleteV3ProjectsIdDeployKeysKeyId,Delete deploy key for a project,Delete deploy key for a project,x,high,DELETE method wins no restore named,buildset-2026-09-18
b1755,gitlab,POST,/v3/projects/{id}/pipelines/{pipeline_id}/cancel,postV3ProjectsIdPipelinesPipelineIdCancel,Cancel all builds in the pipeline,This feature was introduced in GitLab 8.11.,x,high,f cancel loses running progress,buildset-2026-09-18
b1756,gitlab,POST,/v3/projects/{id}/share,postV3ProjectsIdShare,Share the project with a group,Share the project with a group,w,low,w grants access settable back,buildset-2026-09-18
b1757,gitlab,POST,/v3/groups/{id}/access_requests,postV3GroupsIdAccessRequests,Requests access for the authenticated user to a group.,This feature was introduced in GitLab 8.11.,w,high,ii plain create access request,buildset-2026-09-18
b1758,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/cancel_merge_when_build_succeeds,postV3ProjectsIdMergeRequestsMergeRequestIdCancelMergeWhenBuildSucceeds,"Cancel merge if ""Merge When Pipeline Succeeds"" is enabled","Cancel merge if ""Merge When Pipeline Succeeds"" is enabled",w,high,w stops something restartable,buildset-2026-09-18
b1759,gitlab,POST,/v3/projects/{id}/builds/{build_id}/cancel,postV3ProjectsIdBuildsBuildIdCancel,Cancel a specific build of a project,Cancel a specific build of a project,x,high,f cancels build progress lost,buildset-2026-09-18
b1760,gitlab,DELETE,/v3/projects/{id}/environments/{environment_id},deleteV3ProjectsIdEnvironmentsEnvironmentId,Deletes an existing environment,This feature was introduced in GitLab 8.11.,x,high,a deletes environment no restore,buildset-2026-09-18
b1761,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/time_estimate,postV3ProjectsIdMergeRequestsMergeRequestIdTimeEstimate,Set a time estimate for a project merge_request,Set a time estimate for a project merge_request,w,high,iii sets time estimate existing item,buildset-2026-09-18
b1762,gitlab,POST,/v3/projects/{id}/builds/{build_id}/artifacts/keep,postV3ProjectsIdBuildsBuildIdArtifactsKeep,Keep the artifacts to prevent them from being deleted,Keep the artifacts to prevent them from being deleted,w,high,editing plain flag settable,buildset-2026-09-18
b1763,gitlab,POST,/v3/projects/{id}/environments,postV3ProjectsIdEnvironments,Creates a new environment,This feature was introduced in GitLab 8.11.,w,high,ii plain create environment,buildset-2026-09-18
b1764,gitlab,PUT,/v3/projects/{id}/services/builds-email,putV3ProjectsIdServicesBuildsEmail,Set builds-email service for project,Set builds-email service for project,w,high,w sets service config,buildset-2026-09-18
b1765,gitlab,PUT,/v3/users/{id}/block,putV3UsersIdBlock,Block a user. Available only for admins.,Block a user. Available only for admins.,w,high,toggle block has unblock opposite,buildset-2026-09-18
b1766,gitlab,POST,/v3/projects/{id}/merge_requests/{merge_request_id}/notes/{note_id}/award_emoji,postV3ProjectsIdMergeRequestsMergeRequestIdNotesNoteIdAwardEmoji,Award a new Emoji,This feature was introduced in 8.9,w,high,ii plain create of emoji award,buildset-2026-09-18
b1767,gitlab,PUT,/v3/projects/{id}/services/custom-issue-tracker,putV3ProjectsIdServicesCustomIssueTracker,Set custom-issue-tracker service for project,Set custom-issue-tracker service for project,w,high,w sets service config,buildset-2026-09-18
b1768,launchdarkly,PATCH,/integrations/{integrationKey}/{integrationId},patchIntegrationSubscription,Modify an integration subscription by ID.,,w,high,w modifies subscription settable back,buildset-2026-09-18
b1769,launchdarkly,POST,/projects/{projectKey}/flags/{featureFlagKey}/environments/{environmentKey}/approval-requests/{approvalRequestId}/apply,postApplyApprovalRequest,Apply approval request for a feature flag config,,x,low,e applies approval request runs change,buildset-2026-09-18
b1770,launchdarkly,PATCH,/members/{memberId},patchMember,Modify a team member by ID.,,w,high,w edits member,buildset-2026-09-18
b1771,launchdarkly,PATCH,/projects/{projectKey}/flags/{featureFlagKey}/environments/{environmentKey}/scheduled-changes/{scheduledChangeId},patchFlagConfigScheduledChange,Updates an existing scheduled-change on a feature flag in an environment.,,w,high,w updates scheduled change settable back,buildset-2026-09-18
b1772,launchdarkly,PATCH,/projects/{projectKey},patchProject,Modify a project by ID.,,w,high,PATCH default edit project,buildset-2026-09-18
b1773,launchdarkly,DELETE,/webhooks/{resourceId},deleteWebhook,Delete a webhook by ID.,,x,high,a deletes webhook no restore,buildset-2026-09-18
b1774,launchdarkly,DELETE,/users/{projectKey}/{environmentKey}/{userKey},deleteUser,Delete a user by ID.,,x,high,a deletes user no restore,buildset-2026-09-18
b1775,launchdarkly,POST,/integrations/{integrationKey},postIntegrationSubscription,Create a new integration subscription of a given kind.,,w,high,ii plain create subscription,buildset-2026-09-18
b1776,launchdarkly,PATCH,/flags/{projectKey}/{featureFlagKey}/expiring-user-targets/{environmentKey},patchExpiringUserTargets,"Update, add, or delete expiring user targets on feature flag",,w,low,w PATCH default configures targets,buildset-2026-09-18
b1777,launchdarkly,PATCH,/segments/{projectKey}/{userSegmentKey}/expiring-user-targets/{environmentKey},patchExpiringUserTargetsOnSegment,"Update, add, or delete expiring user targets on user segment",,w,high,PATCH default edits list targets,buildset-2026-09-18
b1778,launchdarkly,DELETE,/roles/{customRoleKey},deleteCustomRole,Delete a custom role by key.,,x,high,a deletes custom role no restore,buildset-2026-09-18
b1779,launchdarkly,DELETE,/projects/{projectKey},deleteProject,Delete a project by key. Caution-- deleting a project will delete all associated environments and feature flags. You cannot delete the last project in an account.,,x,high,a deletes cascade no restore,buildset-2026-09-18
b1780,launchdarkly,POST,/projects,postProject,Create a new project with the given key and name.,,w,high,ii plain create project,buildset-2026-09-18
b1781,launchdarkly,POST,/flags/{projectKey},postFeatureFlag,Creates a new feature flag.,,w,high,ii plain create feature flag,buildset-2026-09-18
b1782,launchdarkly,DELETE,/projects/{projectKey}/environments/{environmentKey},deleteEnvironment,Delete an environment in a specific project.,,x,high,DELETE no trash named,buildset-2026-09-18
b1783,launchdarkly,PATCH,/users/{projectKey}/{userKey}/expiring-user-targets/{environmentKey},patchExpiringUserTargetsForFlags,"Update, add, or delete expiring user targets for a single user on all flags",,w,high,PATCH default w mixed update,buildset-2026-09-18
b1784,launchdarkly,POST,/projects/{projectKey}/flags/{featureFlagKey}/environments/{environmentKey}/scheduled-changes-conflicts,getFlagConfigScheduledChangesConflicts,"Lists conflicts between the given instructions and any existing scheduled changes for the feature flag. The actual HTTP verb should be REPORT, not POST.",,r,high,i list query conflicts read,buildset-2026-09-18
b1785,launchdarkly,POST,/segments/{projectKey}/{environmentKey}/{userSegmentKey}/users,updateBigSegmentTargets,Update targets included or excluded in a big segment,,w,high,w updates segment targets settable back,buildset-2026-09-18
b1786,launchdarkly,POST,/projects/{projectKey}/environments,postEnvironment,"Create a new environment in a specified project with a given name, key, and swatch color.",,w,high,ii plain create of environment,buildset-2026-09-18
